,match_id,season,start_date,venue,team,player,total_runs,total_wickets
1184,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,RJW Topley,0,0
1185,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,HC Brook,0,0
1186,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,DJ Malan,28,0
1187,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,MA Wood,5,0
1188,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,AAP Atkinson,0,0
1189,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,BA Stokes,43,0
1190,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,JC Buttler,8,0
1191,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,CR Woakes,0,0
1192,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,JE Root,3,0
1193,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,SM Curran,0,0
1194,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,DJ Willey,14,2
1195,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,JM Bairstow,30,0
1196,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,AU Rashid,2,0
1197,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",England,LS Livingstone,1,0
1198,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,PVD Chameera,0,0
1199,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,D Madushanka,0,0
1200,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,C Karunaratne,0,0
1201,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,CBRLS Kumara,0,3
1202,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,MADI Hemantha,0,0
1203,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,DM de Silva,0,0
1204,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,BKG Mendis,11,0
1205,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,P Nissanka,77,0
1206,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,KIC Asalanka,0,0
1207,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,M Theekshana,0,1
1208,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,M Pathirana,0,0
1209,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,DN Wellalage,0,0
1210,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,S Samarawickrama,65,0
1211,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,FDM Karunaratne,0,0
1212,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,CAK Rajitha,0,2
1213,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,AD Mathews,0,2
1214,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,MD Shanaka,0,0
1215,25,2023/24,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Sri Lanka,MDKJ Perera,4,0
1234,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Fakhar Zaman,0,0
1235,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Hasan Ali,0,0
1236,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Haris Rauf,0,2
1237,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Mohammad Rizwan,31,0
1238,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Mohammad Nawaz,24,0
1239,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Abdullah Shafique,9,0
1240,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Usama Mir,0,2
1241,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Mohammad Wasim,7,2
1242,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Shadab Khan,43,0
1243,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Iftikhar Ahmed,21,0
1244,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Saud Shakeel,52,0
1245,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Shaheen Shah Afridi,2,3
1246,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Babar Azam,50,0
1247,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,Imam-ul-Haq,12,0
1248,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,DA Miller,29,0
1249,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,Q de Kock,24,0
1250,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,M Jansen,20,3
1251,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,T Shamsi,4,4
1252,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,K Rabada,0,0
1253,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,KA Maharaj,7,0
1254,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,L Ngidi,4,1
1255,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,RR Hendricks,0,0
1256,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,AK Markram,91,0
1257,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,LB Williams,0,0
1258,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,T Bavuma,28,0
1259,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,H Klaasen,12,0
1260,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,HE van der Dussen,21,0
1261,26,2023/24,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,G Coetzee,10,2
1285,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,M Labuschagne,18,0
1286,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,AT Carey,0,0
1287,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,GJ Maxwell,41,1
1288,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,A Zampa,0,3
1289,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,MA Starc,1,0
1290,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,TM Head,109,0
1291,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,JP Inglis,38,0
1292,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,MR Marsh,36,0
1293,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,PJ Cummins,37,2
1294,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,MP Stoinis,0,0
1295,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,C Green,0,0
1296,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,JR Hazlewood,0,2
1297,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,DA Warner,81,0
1298,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Australia,SPD Smith,18,0
1299,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,JDS Neesham,58,1
1300,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,R Ravindra,116,0
1301,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,MJ Santner,17,2
1302,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,LH Ferguson,0,0
1303,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,DP Conway,28,0
1304,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,GD Phillips,12,3
1305,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,DJ Mitchell,54,0
1306,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,TG Southee,0,0
1307,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,KS Williamson,0,0
1308,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,TA Boult,10,3
1309,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,WA Young,32,0
1310,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,MS Chapman,0,0
1311,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,MJ Henry,9,1
1312,27,2023/24,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,TWM Latham,21,0
1334,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,SA Engelbrecht,35,0
1335,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,BFW de Leede,17,2
1336,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,Vikramjit Singh,3,0
1337,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,PA van Meekeren,0,4
1338,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,RE van der Merwe,0,0
1339,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,MP O'Dowd,0,0
1340,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,LV van Beek,23,1
1341,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,W Barresi,41,0
1342,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,Shariz Ahmad,6,0
1343,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,SA Edwards,68,0
1344,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,CN Ackermann,15,1
1345,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,Saqib Zulfiqar,0,0
1346,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,R Klein,0,0
1347,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,A Dutt,9,1
1348,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Netherlands,AT Nidamanuru,0,0
1349,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Shakib Al Hasan,5,1
1350,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Nazmul Hossain Shanto,9,0
1351,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Mushfiqur Rahim,1,0
1352,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Mehedi Hasan Miraz,35,0
1353,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Shoriful Islam,0,2
1354,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Mustafizur Rahman,20,2
1355,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Mahmudullah,20,0
1356,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Liton Das,3,0
1357,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Towhid Hridoy,0,0
1358,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Nasum Ahmed,0,0
1359,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Taskin Ahmed,11,2
1360,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Hasan Mahmud,0,0
1361,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Tanzid Hasan,15,0
1362,28,2023/24,2023-10-28,"Eden Gardens, Kolkata",Bangladesh,Mahedi Hasan,17,2
1384,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,R Ashwin,0,0
1385,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,SS Iyer,4,0
1386,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,HH Pandya,0,0
1387,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,KL Rahul,39,0
1388,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Shubman Gill,9,0
1389,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,JJ Bumrah,16,3
1390,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Mohammed Siraj,0,0
1391,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RG Sharma,87,0
1392,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Mohammed Shami,1,4
1393,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,SA Yadav,49,0
1394,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,V Kohli,0,0
1395,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,RA Jadeja,8,1
1396,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Ishan Kishan,0,0
1397,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Kuldeep Yadav,9,2
1398,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,SN Thakur,0,0
1399,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,MM Ali,15,0
1400,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,RJW Topley,0,0
1401,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,HC Brook,0,0
1402,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,DJ Malan,16,0
1403,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,MA Wood,0,1
1404,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,AAP Atkinson,0,0
1405,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,BA Stokes,0,0
1406,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,JC Buttler,10,0
1407,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,CR Woakes,10,2
1408,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,JE Root,0,0
1409,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,SM Curran,0,0
1410,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,DJ Willey,16,3
1411,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,JM Bairstow,14,0
1412,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,AU Rashid,13,2
1413,29,2023/24,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",England,LS Livingstone,27,0
1432,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,PVD Chameera,1,0
1433,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,D Madushanka,0,2
1434,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,C Karunaratne,0,0
1435,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,CBRLS Kumara,0,0
1436,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,MADI Hemantha,0,0
1437,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,DM de Silva,14,0
1438,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,BKG Mendis,39,0
1439,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,P Nissanka,46,0
1440,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,KIC Asalanka,22,0
1441,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,M Theekshana,29,0
1442,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,M Pathirana,0,0
1443,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,DN Wellalage,0,0
1444,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,S Samarawickrama,36,0
1445,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,FDM Karunaratne,15,0
1446,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,CAK Rajitha,5,1
1447,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,AD Mathews,23,0
1448,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,MD Shanaka,0,0
1449,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,MDKJ Perera,0,0
1450,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Noor Ahmad,0,0
1451,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Rahmanullah Gurbaz,0,0
1452,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Rashid Khan,0,1
1453,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Naveen-ul-Haq,0,0
1454,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Azmatullah Omarzai,73,1
1455,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Mujeeb Ur Rahman,0,2
1456,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Fazalhaq Farooqi,0,4
1457,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Mohammad Nabi,0,0
1458,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Rahmat Shah,62,0
1459,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Ibrahim Zadran,39,0
1460,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Ikram Alikhil,0,0
1461,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Najibullah Zadran,0,0
1462,30,2023/24,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",Afghanistan,Hashmatullah Shahidi,58,0
1481,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Shakib Al Hasan,43,0
1482,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Nazmul Hossain Shanto,4,0
1483,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Mushfiqur Rahim,5,0
1484,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Mehedi Hasan Miraz,25,3
1485,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Shoriful Islam,1,0
1486,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Mustafizur Rahman,3,0
1487,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Mahmudullah,56,0
1488,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Liton Das,45,0
1489,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Towhid Hridoy,7,0
1490,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Nasum Ahmed,0,0
1491,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Taskin Ahmed,6,0
1492,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Hasan Mahmud,0,0
1493,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Tanzid Hasan,0,0
1494,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Bangladesh,Mahedi Hasan,0,0
1495,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Fakhar Zaman,81,0
1496,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Hasan Ali,0,0
1497,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Haris Rauf,0,2
1498,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Mohammad Rizwan,26,0
1499,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Mohammad Nawaz,0,0
1500,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Abdullah Shafique,68,0
1501,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Usama Mir,0,1
1502,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Mohammad Wasim,0,3
1503,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Shadab Khan,0,0
1504,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Iftikhar Ahmed,17,1
1505,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Saud Shakeel,0,0
1506,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Shaheen Shah Afridi,0,3
1507,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Babar Azam,9,0
1508,31,2023/24,2023-10-31,"Eden Gardens, Kolkata",Pakistan,Imam-ul-Haq,0,0
1528,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,DA Miller,53,0
1529,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,Q de Kock,114,0
1530,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,M Jansen,0,3
1531,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,T Shamsi,0,0
1532,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,K Rabada,0,1
1533,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,KA Maharaj,0,4
1534,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,L Ngidi,0,0
1535,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,RR Hendricks,0,0
1536,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,AK Markram,6,0
1537,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,LB Williams,0,0
1538,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,T Bavuma,24,0
1539,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,H Klaasen,15,0
1540,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,HE van der Dussen,133,0
1541,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",South Africa,G Coetzee,0,2
1542,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,JDS Neesham,0,1
1543,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,R Ravindra,9,0
1544,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,MJ Santner,7,0
1545,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,LH Ferguson,0,0
1546,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,DP Conway,2,0
1547,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,GD Phillips,60,0
1548,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,DJ Mitchell,24,0
1549,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,TG Southee,7,2
1550,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,KS Williamson,0,0
1551,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,TA Boult,9,1
1552,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,WA Young,33,0
1553,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,MS Chapman,0,0
1554,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,MJ Henry,0,0
1555,32,2023/24,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",New Zealand,TWM Latham,4,0
