,match_id,season,start_date,venue,team,player,total_runs,total_wickets
370,8,2023/24,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Shaheen Shah Afridi,0,1
371,8,2023/24,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Babar Azam,10,0
372,8,2023/24,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Imam-ul-Haq,12,0
394,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Noor Ahmad,0,0
395,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Rahmanullah Gurbaz,21,0
396,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Rashid Khan,16,2
397,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Naveen-ul-Haq,9,0
398,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Azmatullah Omarzai,62,0
399,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Mujeeb Ur Rahman,10,0
400,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Fazalhaq Farooqi,0,0
401,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Mohammad Nabi,19,0
402,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Rahmat Shah,16,0
403,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Ibrahim Zadran,22,0
404,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Ikram Alikhil,0,0
405,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Najibullah Zadran,2,0
406,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",Afghanistan,Hashmatullah Shahidi,80,0
407,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,R Ashwin,0,0
408,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,SS Iyer,25,0
409,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,HH Pandya,0,2
410,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,KL Rahul,0,0
411,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Shubman Gill,0,0
412,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,JJ Bumrah,0,4
413,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Mohammed Siraj,0,0
414,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,RG Sharma,131,0
415,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Mohammed Shami,0,0
416,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,SA Yadav,0,0
417,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,V Kohli,55,0
418,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,RA Jadeja,0,0
419,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Ishan Kishan,47,0
420,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Kuldeep Yadav,0,1
421,9,2023/24,2023-10-11,"Arun Jaitley Stadium, Delhi",India,SN Thakur,0,1
440,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Shakib Al Hasan,40,1
441,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Nazmul Hossain Shanto,7,0
442,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Mushfiqur Rahim,66,0
443,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Mehedi Hasan Miraz,30,0
444,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Shoriful Islam,2,0
445,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Mustafizur Rahman,4,1
446,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Mahmudullah,41,0
447,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Liton Das,0,0
448,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Towhid Hridoy,13,0
449,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Nasum Ahmed,0,0
450,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Taskin Ahmed,17,0
451,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Hasan Mahmud,0,0
452,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Tanzid Hasan,16,0
453,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Bangladesh,Mahedi Hasan,0,0
454,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,JDS Neesham,0,0
455,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,R Ravindra,9,0
456,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MJ Santner,0,1
457,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,LH Ferguson,0,3
458,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,DP Conway,45,0
459,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,GD Phillips,16,1
460,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,DJ Mitchell,89,0
461,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TG Southee,0,0
462,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,KS Williamson,78,0
463,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TA Boult,0,2
464,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,WA Young,0,0
465,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MS Chapman,0,0
466,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MJ Henry,0,2
467,11,2023/24,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TWM Latham,0,0
487,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Fakhar Zaman,0,0
488,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Hasan Ali,12,1
489,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Haris Rauf,2,0
490,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Mohammad Rizwan,49,0
491,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Mohammad Nawaz,4,0
492,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Abdullah Shafique,20,0
493,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Usama Mir,0,0
494,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Mohammad Wasim,0,0
495,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Shadab Khan,2,0
496,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Iftikhar Ahmed,4,0
497,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Saud Shakeel,6,0
498,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Shaheen Shah Afridi,2,2
499,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Babar Azam,50,0
500,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Pakistan,Imam-ul-Haq,36,0
501,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,R Ashwin,0,0
502,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,SS Iyer,53,0
503,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,HH Pandya,0,2
504,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,KL Rahul,19,0
505,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Shubman Gill,16,0
506,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,JJ Bumrah,0,2
507,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Mohammed Siraj,0,2
508,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,RG Sharma,86,0
509,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Mohammed Shami,0,0
510,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,SA Yadav,0,0
511,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,V Kohli,16,0
512,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,RA Jadeja,0,2
513,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Ishan Kishan,0,0
514,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Kuldeep Yadav,0,2
515,12,2023/24,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,SN Thakur,0,0
537,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Noor Ahmad,0,0
538,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Rahmanullah Gurbaz,80,0
539,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Rashid Khan,23,3
540,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Naveen-ul-Haq,5,1
541,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Azmatullah Omarzai,19,0
542,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Mujeeb Ur Rahman,28,3
543,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Fazalhaq Farooqi,2,1
544,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Mohammad Nabi,9,2
545,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Rahmat Shah,3,0
546,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Ibrahim Zadran,28,0
547,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Ikram Alikhil,58,0
548,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Najibullah Zadran,0,0
549,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",Afghanistan,Hashmatullah Shahidi,14,0
550,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,MM Ali,0,0
551,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,RJW Topley,15,1
552,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,HC Brook,66,0
553,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,DJ Malan,32,0
554,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,MA Wood,18,2
555,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,AAP Atkinson,0,0
556,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,BA Stokes,0,0
557,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,JC Buttler,9,0
558,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,CR Woakes,9,0
559,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,JE Root,11,1
560,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,SM Curran,10,0
561,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,DJ Willey,0,0
562,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,JM Bairstow,2,0
563,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,AU Rashid,20,3
564,13,2023/24,2023-10-15,"Arun Jaitley Stadium, Delhi",England,LS Livingstone,10,1
587,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,PVD Chameera,0,0
588,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,D Madushanka,0,3
589,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,C Karunaratne,2,0
590,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,CBRLS Kumara,4,0
591,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,MADI Hemantha,0,0
592,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,DM de Silva,7,0
593,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,BKG Mendis,9,0
594,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,P Nissanka,61,0
595,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,KIC Asalanka,25,0
596,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,M Theekshana,0,0
597,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,M Pathirana,0,0
598,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,DN Wellalage,2,1
599,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,S Samarawickrama,8,0
600,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,FDM Karunaratne,0,0
601,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,CAK Rajitha,0,0
602,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,AD Mathews,0,0
603,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,MD Shanaka,0,0
604,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,MDKJ Perera,78,0
605,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,M Labuschagne,40,0
606,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,AT Carey,0,0
607,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,GJ Maxwell,31,1
608,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,A Zampa,0,4
609,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,MA Starc,0,2
610,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,TM Head,0,0
611,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,JP Inglis,58,0
612,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,MR Marsh,52,0
613,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,PJ Cummins,0,2
614,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,MP Stoinis,20,0
615,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,C Green,0,0
616,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,JR Hazlewood,0,0
617,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,DA Warner,11,0
618,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,SPD Smith,0,0
638,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,SA Engelbrecht,19,0
639,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,BFW de Leede,2,2
640,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,Vikramjit Singh,2,0
641,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,PA van Meekeren,0,2
642,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,RE van der Merwe,29,2
643,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,MP O'Dowd,18,0
644,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,LV van Beek,10,3
645,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,W Barresi,0,0
646,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,Shariz Ahmad,0,0
647,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,SA Edwards,78,0
648,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,CN Ackermann,12,1
649,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,Saqib Zulfiqar,0,0
650,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,R Klein,0,0
651,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,A Dutt,23,0
652,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,AT Nidamanuru,20,0
653,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,DA Miller,43,0
654,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Q de Kock,20,0
655,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,M Jansen,9,2
656,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,T Shamsi,0,0
657,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,K Rabada,9,2
658,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,KA Maharaj,40,1
659,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,L Ngidi,7,2
660,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,RR Hendricks,0,0
661,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,AK Markram,1,0
662,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,LB Williams,0,0
663,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,T Bavuma,16,0
664,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,H Klaasen,28,0
665,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,HE van der Dussen,4,0
666,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,G Coetzee,22,1
689,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,JDS Neesham,0,0
690,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,R Ravindra,32,1
691,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MJ Santner,7,3
692,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,LH Ferguson,0,3
693,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,DP Conway,20,0
694,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,GD Phillips,71,0
695,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,DJ Mitchell,1,0
696,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TG Southee,0,0
697,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,KS Williamson,0,0
698,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TA Boult,0,2
699,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,WA Young,54,0
700,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MS Chapman,25,0
701,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,MJ Henry,0,1
702,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,TWM Latham,68,0
703,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Noor Ahmad,0,0
704,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Rahmanullah Gurbaz,11,0
705,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Rashid Khan,8,1
706,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Naveen-ul-Haq,0,2
707,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Azmatullah Omarzai,27,2
708,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Mujeeb Ur Rahman,4,1
709,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Fazalhaq Farooqi,0,0
710,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Mohammad Nabi,7,0
711,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Rahmat Shah,36,0
712,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Ibrahim Zadran,14,0
713,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Ikram Alikhil,19,0
714,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Najibullah Zadran,0,0
715,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,Hashmatullah Shahidi,8,0
737,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Shakib Al Hasan,0,0
738,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Nazmul Hossain Shanto,8,0
739,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Mushfiqur Rahim,38,0
740,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Mehedi Hasan Miraz,3,2
741,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Shoriful Islam,7,0
742,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Mustafizur Rahman,1,0
743,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Mahmudullah,46,0
744,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Liton Das,66,0
745,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Towhid Hridoy,16,0
746,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Nasum Ahmed,14,0
747,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Taskin Ahmed,0,0
748,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Hasan Mahmud,0,1
749,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Tanzid Hasan,51,0
750,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,Mahedi Hasan,0,0
751,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,R Ashwin,0,0
752,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,SS Iyer,19,0
753,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,HH Pandya,0,0
754,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,KL Rahul,34,0
755,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Shubman Gill,53,0
756,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,JJ Bumrah,0,2
757,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Mohammed Siraj,0,2
758,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,RG Sharma,48,0
759,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Mohammed Shami,0,0
760,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,SA Yadav,0,0
761,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,V Kohli,103,0
762,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,RA Jadeja,0,2
763,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Ishan Kishan,0,0
764,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Kuldeep Yadav,0,1
765,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,SN Thakur,0,1
787,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,M Labuschagne,8,0
