,match_id,season,start_date,venue,team,opposing_team,player,total_runs,total_wickets
609,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,JR Hazlewood,0,0
610,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,JP Inglis,58,0
611,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,DA Warner,11,0
612,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,TM Head,0,0
613,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,MA Starc,0,2
614,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,C Green,0,0
615,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,M Labuschagne,40,0
616,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,GJ Maxwell,31,1
617,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,MP Stoinis,20,0
618,14,2023/24,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Australia,Sri Lanka,PJ Cummins,0,2
638,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,AT Nidamanuru,20,0
639,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,RE van der Merwe,29,2
640,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,CN Ackermann,12,1
641,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,R Klein,0,0
642,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,A Dutt,23,0
643,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,LV van Beek,10,3
644,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,SA Engelbrecht,19,0
645,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,Saqib Zulfiqar,0,0
646,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,Shariz Ahmad,0,0
647,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,Vikramjit Singh,2,0
648,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,PA van Meekeren,0,2
649,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,W Barresi,0,0
650,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,SA Edwards,78,0
651,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,BFW de Leede,2,2
652,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Netherlands,South Africa,MP O'Dowd,18,0
653,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,Q de Kock,20,0
654,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,T Bavuma,16,0
655,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,HE van der Dussen,4,0
656,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,T Shamsi,0,0
657,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,LB Williams,0,0
658,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,G Coetzee,22,1
659,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,L Ngidi,7,2
660,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,KA Maharaj,40,1
661,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,RR Hendricks,0,0
662,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,K Rabada,9,2
663,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,AK Markram,1,0
664,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,M Jansen,9,2
665,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,H Klaasen,28,0
666,15,2023/24,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",South Africa,Netherlands,DA Miller,43,0
689,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,MS Chapman,25,0
690,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,KS Williamson,0,0
691,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,JDS Neesham,0,0
692,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,TWM Latham,68,0
693,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,WA Young,54,0
694,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,DP Conway,20,0
695,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,LH Ferguson,0,3
696,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,TG Southee,0,0
697,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,MJ Santner,7,3
698,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,TA Boult,0,2
699,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,DJ Mitchell,1,0
700,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,R Ravindra,32,1
701,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,GD Phillips,71,0
702,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",New Zealand,Afghanistan,MJ Henry,0,1
703,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Azmatullah Omarzai,27,2
704,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Naveen-ul-Haq,0,2
705,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Mujeeb Ur Rahman,4,1
706,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Ibrahim Zadran,14,0
707,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Najibullah Zadran,0,0
708,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Rahmanullah Gurbaz,11,0
709,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Mohammad Nabi,7,0
710,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Rahmat Shah,36,0
711,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Rashid Khan,8,1
712,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Ikram Alikhil,19,0
713,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Noor Ahmad,0,0
714,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Fazalhaq Farooqi,0,0
715,16,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",Afghanistan,New Zealand,Hashmatullah Shahidi,8,0
737,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Mahedi Hasan,0,0
738,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Shoriful Islam,7,0
739,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Tanzid Hasan,51,0
740,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Mushfiqur Rahim,38,0
741,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Taskin Ahmed,0,0
742,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Hasan Mahmud,0,1
743,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Mahmudullah,46,0
744,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Shakib Al Hasan,0,0
745,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Mustafizur Rahman,1,0
746,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Mehedi Hasan Miraz,3,2
747,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Liton Das,66,0
748,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Towhid Hridoy,16,0
749,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Nasum Ahmed,14,0
750,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Bangladesh,India,Nazmul Hossain Shanto,8,0
751,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,RA Jadeja,0,2
752,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,Mohammed Siraj,0,2
753,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,Ishan Kishan,0,0
754,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,SN Thakur,0,1
755,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,SA Yadav,0,0
756,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,Shubman Gill,53,0
757,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,JJ Bumrah,0,2
758,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,Kuldeep Yadav,0,1
759,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,SS Iyer,19,0
760,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,HH Pandya,0,0
761,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,R Ashwin,0,0
762,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,Mohammed Shami,0,0
763,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,KL Rahul,34,0
764,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,RG Sharma,48,0
765,17,2023/24,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,V Kohli,103,0
787,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,A Zampa,1,4
788,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,SPD Smith,7,0
789,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,AT Carey,0,0
790,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,MR Marsh,121,0
791,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,JR Hazlewood,0,1
792,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,JP Inglis,13,0
793,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,DA Warner,163,0
794,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,TM Head,0,0
795,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,MA Starc,2,1
796,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,C Green,0,0
797,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,M Labuschagne,8,0
798,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,GJ Maxwell,0,0
799,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,MP Stoinis,21,2
800,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Australia,Pakistan,PJ Cummins,6,2
801,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Mohammad Wasim,0,0
802,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Saud Shakeel,30,0
803,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Babar Azam,18,0
804,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Iftikhar Ahmed,26,0
805,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Hasan Ali,8,0
806,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Imam-ul-Haq,70,0
807,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Usama Mir,0,1
808,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Mohammad Nawaz,14,0
809,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Shaheen Shah Afridi,10,5
810,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Mohammad Rizwan,46,0
811,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Fakhar Zaman,0,0
812,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Haris Rauf,0,3
813,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Abdullah Shafique,64,0
814,18,2023/24,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Pakistan,Australia,Shadab Khan,0,0
836,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,AT Nidamanuru,9,0
837,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,RE van der Merwe,7,0
838,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,CN Ackermann,29,1
839,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,R Klein,0,0
840,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,A Dutt,9,3
841,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,LV van Beek,59,0
842,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,SA Engelbrecht,70,0
843,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,Saqib Zulfiqar,0,0
844,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,Shariz Ahmad,0,0
845,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,Vikramjit Singh,4,0
846,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,PA van Meekeren,4,1
847,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,W Barresi,0,0
848,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,SA Edwards,16,0
849,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,BFW de Leede,6,0
850,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Netherlands,Sri Lanka,MP O'Dowd,16,0
851,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,MDKJ Perera,5,0
852,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,DN Wellalage,0,0
853,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,BKG Mendis,11,0
854,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,S Samarawickrama,91,0
855,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,MADI Hemantha,4,0
856,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,M Pathirana,0,0
857,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,M Theekshana,0,1
858,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,KIC Asalanka,44,0
859,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,CBRLS Kumara,0,0
860,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,AD Mathews,0,0
861,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,MD Shanaka,0,0
862,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,CAK Rajitha,0,4
863,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,P Nissanka,54,0
864,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,FDM Karunaratne,0,0
865,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,PVD Chameera,0,0
866,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,C Karunaratne,0,0
867,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,DM de Silva,30,0
868,19,2023/24,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sri Lanka,Netherlands,D Madushanka,0,4
890,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,Q de Kock,4,0
891,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,T Bavuma,0,0
892,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,HE van der Dussen,60,0
893,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,T Shamsi,0,0
894,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,LB Williams,0,0
895,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,G Coetzee,3,3
896,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,L Ngidi,0,2
897,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,KA Maharaj,1,1
898,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,RR Hendricks,85,0
899,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,K Rabada,0,1
900,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,AK Markram,42,0
901,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,M Jansen,75,2
902,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,H Klaasen,109,0
903,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",South Africa,England,DA Miller,5,0
904,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,SM Curran,0,0
905,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,JE Root,2,0
906,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,RJW Topley,0,3
907,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,CR Woakes,0,0
908,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,HC Brook,17,0
909,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,AU Rashid,10,2
910,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,DJ Willey,12,0
911,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,MA Wood,43,0
912,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,BA Stokes,5,0
913,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,LS Livingstone,0,0
914,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,JC Buttler,15,0
915,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,MM Ali,0,0
916,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,AAP Atkinson,35,2
917,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,DJ Malan,6,0
918,20,2023/24,2023-10-21,"Wankhede Stadium, Mumbai",England,South Africa,JM Bairstow,10,0
941,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,MS Chapman,6,0
942,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,KS Williamson,0,0
943,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,JDS Neesham,0,0
944,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,TWM Latham,5,0
945,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,WA Young,17,0
946,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,DP Conway,0,0
947,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,LH Ferguson,1,2
948,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,TG Southee,0,0
949,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,MJ Santner,1,1
950,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,TA Boult,0,1
951,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,DJ Mitchell,130,0
952,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,R Ravindra,75,0
953,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,GD Phillips,23,0
954,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",New Zealand,India,MJ Henry,0,1
955,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,RA Jadeja,39,0
956,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,Mohammed Siraj,0,1
957,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,Ishan Kishan,0,0
958,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,SN Thakur,0,0
959,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,SA Yadav,2,0
960,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,Shubman Gill,26,0
961,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,JJ Bumrah,0,1
962,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,Kuldeep Yadav,0,2
963,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,SS Iyer,33,0
964,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,HH Pandya,0,0
965,21,2023/24,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,R Ashwin,0,0
